startor,receptor,relation_type,fig_name,number,reftext,year,figtitle,papertitle,caption,figlink,pmcid,filename
10NI,11NI,activate_relation,PMC3748135__nihms379118f8.jpg,Scheme 2,"Claudia Ryppa, et al. Chemistry. ;15(23):5749-5762.",,"Bonnett’s synthesis of secochlorin 11Ni, pyriporphyrin 14Ni, and the literature-known pathway towards tetraol bacteriochlorin 17 and oxochlorin 18","Step-wise Conversion of Two Pyrrole Moieties of Octaethylporphyrin to Pyridin-3-ones: Synthesis, Mass Spectral and Photophysical Properties of Mono- and Bis(oxypyri)porphyrins.","Bonnett’s synthesis of secochlorin 11Ni, pyriporphyrin 14Ni, and the literature-known pathway towards tetraol bacteriochlorin 17 and oxochlorin 18. Reaction Conditions: (i)[] 1. OsO4/pyridine, 2. H2S, 3. chromatographic separation; (ii)[] Ni(II) acetate, pyridine, Δ; (iii)[] cat. HClO4, benzene, Δ; (iv)[,] Pb(IV) acetate, THF; (v)[,] base.",/pmc/articles/PMC3748135/figure/F8/,PMC3748135,nihms379118f8.jpg
11NI,12NI,activate_relation,PMC3748135__nihms379118f8.jpg,Scheme 2,"Claudia Ryppa, et al. Chemistry. ;15(23):5749-5762.",,"Bonnett’s synthesis of secochlorin 11Ni, pyriporphyrin 14Ni, and the literature-known pathway towards tetraol bacteriochlorin 17 and oxochlorin 18","Step-wise Conversion of Two Pyrrole Moieties of Octaethylporphyrin to Pyridin-3-ones: Synthesis, Mass Spectral and Photophysical Properties of Mono- and Bis(oxypyri)porphyrins.","Bonnett’s synthesis of secochlorin 11Ni, pyriporphyrin 14Ni, and the literature-known pathway towards tetraol bacteriochlorin 17 and oxochlorin 18. Reaction Conditions: (i)[] 1. OsO4/pyridine, 2. H2S, 3. chromatographic separation; (ii)[] Ni(II) acetate, pyridine, Δ; (iii)[] cat. HClO4, benzene, Δ; (iv)[,] Pb(IV) acetate, THF; (v)[,] base.",/pmc/articles/PMC3748135/figure/F8/,PMC3748135,nihms379118f8.jpg
F-ACTIN,RAB3D,inhibit_relation,PMC5241026__nihms839270f8.jpg,Fig. 8,"Junning Yang, et al. Sci Signal. 2016 Jul 26;9(438):ra76-ra76.",2016.0,,RhoA inhibits neural differentiation in murine stem cells through multiple mechanisms.,"Solid lines represent direct regulatory events, whereas dashed lines represent events that either are indirect or have not been shown to be direct.",/pmc/articles/PMC5241026/figure/F8/,PMC5241026,nihms839270f8.jpg
RHPN2,RARgamma,inhibit_relation,PMC5241026__nihms839270f8.jpg,Fig. 8,"Junning Yang, et al. Sci Signal. 2016 Jul 26;9(438):ra76-ra76.",2016.0,,RhoA inhibits neural differentiation in murine stem cells through multiple mechanisms.,"Solid lines represent direct regulatory events, whereas dashed lines represent events that either are indirect or have not been shown to be direct.",/pmc/articles/PMC5241026/figure/F8/,PMC5241026,nihms839270f8.jpg
NOGGIN,BMP4,inhibit_relation,PMC5241026__nihms839270f8.jpg,Fig. 8,"Junning Yang, et al. Sci Signal. 2016 Jul 26;9(438):ra76-ra76.",2016.0,,RhoA inhibits neural differentiation in murine stem cells through multiple mechanisms.,"Solid lines represent direct regulatory events, whereas dashed lines represent events that either are indirect or have not been shown to be direct.",/pmc/articles/PMC5241026/figure/F8/,PMC5241026,nihms839270f8.jpg
BMP4,pSMAD1,activate_relation,PMC5241026__nihms839270f8.jpg,Fig. 8,"Junning Yang, et al. Sci Signal. 2016 Jul 26;9(438):ra76-ra76.",2016.0,,RhoA inhibits neural differentiation in murine stem cells through multiple mechanisms.,"Solid lines represent direct regulatory events, whereas dashed lines represent events that either are indirect or have not been shown to be direct.",/pmc/articles/PMC5241026/figure/F8/,PMC5241026,nihms839270f8.jpg
SYX,RHOA,activate_relation,PMC5241026__nihms839270f8.jpg,Fig. 8,"Junning Yang, et al. Sci Signal. 2016 Jul 26;9(438):ra76-ra76.",2016.0,,RhoA inhibits neural differentiation in murine stem cells through multiple mechanisms.,"Solid lines represent direct regulatory events, whereas dashed lines represent events that either are indirect or have not been shown to be direct.",/pmc/articles/PMC5241026/figure/F8/,PMC5241026,nihms839270f8.jpg
RARgamma,NOGGIN,activate_relation,PMC5241026__nihms839270f8.jpg,Fig. 8,"Junning Yang, et al. Sci Signal. 2016 Jul 26;9(438):ra76-ra76.",2016.0,,RhoA inhibits neural differentiation in murine stem cells through multiple mechanisms.,"Solid lines represent direct regulatory events, whereas dashed lines represent events that either are indirect or have not been shown to be direct.",/pmc/articles/PMC5241026/figure/F8/,PMC5241026,nihms839270f8.jpg
RHOA,SIRT1,activate_relation,PMC5241026__nihms839270f8.jpg,Fig. 8,"Junning Yang, et al. Sci Signal. 2016 Jul 26;9(438):ra76-ra76.",2016.0,,RhoA inhibits neural differentiation in murine stem cells through multiple mechanisms.,"Solid lines represent direct regulatory events, whereas dashed lines represent events that either are indirect or have not been shown to be direct.",/pmc/articles/PMC5241026/figure/F8/,PMC5241026,nihms839270f8.jpg
SIRT1,RARgamma,inhibit_relation,PMC5241026__nihms839270f8.jpg,Fig. 8,"Junning Yang, et al. Sci Signal. 2016 Jul 26;9(438):ra76-ra76.",2016.0,,RhoA inhibits neural differentiation in murine stem cells through multiple mechanisms.,"Solid lines represent direct regulatory events, whereas dashed lines represent events that either are indirect or have not been shown to be direct.",/pmc/articles/PMC5241026/figure/F8/,PMC5241026,nihms839270f8.jpg
RAB3D,NOGGIN,activate_relation,PMC5241026__nihms839270f8.jpg,Fig. 8,"Junning Yang, et al. Sci Signal. 2016 Jul 26;9(438):ra76-ra76.",2016.0,,RhoA inhibits neural differentiation in murine stem cells through multiple mechanisms.,"Solid lines represent direct regulatory events, whereas dashed lines represent events that either are indirect or have not been shown to be direct.",/pmc/articles/PMC5241026/figure/F8/,PMC5241026,nihms839270f8.jpg
RHOA,RHPN2,activate_relation,PMC5241026__nihms839270f8.jpg,Fig. 8,"Junning Yang, et al. Sci Signal. 2016 Jul 26;9(438):ra76-ra76.",2016.0,,RhoA inhibits neural differentiation in murine stem cells through multiple mechanisms.,"Solid lines represent direct regulatory events, whereas dashed lines represent events that either are indirect or have not been shown to be direct.",/pmc/articles/PMC5241026/figure/F8/,PMC5241026,nihms839270f8.jpg
RHOA,F-ACTIN,activate_relation,PMC5241026__nihms839270f8.jpg,Fig. 8,"Junning Yang, et al. Sci Signal. 2016 Jul 26;9(438):ra76-ra76.",2016.0,,RhoA inhibits neural differentiation in murine stem cells through multiple mechanisms.,"Solid lines represent direct regulatory events, whereas dashed lines represent events that either are indirect or have not been shown to be direct.",/pmc/articles/PMC5241026/figure/F8/,PMC5241026,nihms839270f8.jpg
NOGGIN,Neural differentiation,activate_relation,PMC5241026__nihms839270f8.jpg,Fig. 8,"Junning Yang, et al. Sci Signal. 2016 Jul 26;9(438):ra76-ra76.",2016.0,,RhoA inhibits neural differentiation in murine stem cells through multiple mechanisms.,"Solid lines represent direct regulatory events, whereas dashed lines represent events that either are indirect or have not been shown to be direct.",/pmc/articles/PMC5241026/figure/F8/,PMC5241026,nihms839270f8.jpg
pSMAD1,Neural differentiation,inhibit_relation,PMC5241026__nihms839270f8.jpg,Fig. 8,"Junning Yang, et al. Sci Signal. 2016 Jul 26;9(438):ra76-ra76.",2016.0,,RhoA inhibits neural differentiation in murine stem cells through multiple mechanisms.,"Solid lines represent direct regulatory events, whereas dashed lines represent events that either are indirect or have not been shown to be direct.",/pmc/articles/PMC5241026/figure/F8/,PMC5241026,nihms839270f8.jpg
LPD'V-CI,CIU,activate_relation,PMC4116810__nihms266447f16.jpg,Scheme 6,"A. Scott McCall, et al. J Am Chem Soc. ;133(6):1832-1848.",,Expanding our scope from isolated alkenes to aromatic π-systems we discovered that LPdIVCl4 complex 7·Cl− produced aromatic and benzylic chlorination products and we found evidence for the interaction of LPdIVCl3+ intermediate B with aromatic substrates reminiscent of Pathway 3b for the chlorination of alkenes (),"Bis-N-Heterocyclic Carbene Palladium(IV) Tetrachloride Complexes: Synthesis, Reactivity and Mechanisms of Direct Chlorinations and Oxidations of Organic Substrates.","Expanding our scope from isolated alkenes to aromatic π-systems we discovered that LPdIVCl4 complex 7·Cl− produced aromatic and benzylic chlorination products and we found evidence for the interaction of LPdIVCl3+ intermediate B with aromatic substrates reminiscent of Pathway 3b for the chlorination of alkenes (). Chlorinations of aromatic substrates by 7·Cl− both on the ring as well in benzylic positions (if available) were possible with electron rich substrates (, entries 7,8,10,11) while xylene (entry 9) was inert even at 60 °C. This is consistent with an electrophilic delivery of Cl+ by B. In line with this is the observed regioselectivity in the chlorination of 4-methylanisole in its 2- and 4-position (entry 11) consistent with the reported reactivity of this substrate in electrophilic chlorinations., Equally, we propose that benzylic chlorinations in entries 6, 7, and 8 are a consequence of initial Cl+-delivery to the aromatic ring by B similar to the benzylic chlorination mechanism proposed Baciocchi and Illuminati for highly methylated arenes. For example, in the reaction of 7·Cl− with durene the initially formed intermediate B would electrophilically deliver Cl− to the α- and the β-position of the π-system to form F and G (). While F then produces the ring chlorination product, G undergoes a Baciocchi-Illuminati sequence including deprotonation and 1,5-Cl-shift from H to form the benzylic chlorination product. The observed biases for aromatic over benzylic chlorination products in entry 7 (aromatic/benzylic = 3.5:1) and entry 8 (aromatic/benzylic = 12:1) compare reasonably well with those found in previously reported electrophilic chlorinations of durene (aromatic/benzylic = 5.9:1) and mesitylene with quantitative aromatic substitution.",/pmc/articles/PMC4116810/figure/F16/,PMC4116810,nihms266447f16.jpg
CTF,GPCR,activate_relation,PMC4252843__nihms611316f5.jpg,Figure 5,"Enrico A. Duru, et al. J Surg Res. ;192(2):254-262.",,,PROTEASE MEDIATED HUMAN SMOOTH MUSCLE CELL PROLIFERATION BY UROKINASE REQUIRES EPIDERMAL GROWTH FACTOR RECEPTOR TRANSACTIVATION BY TRIPLE MEMBRANE SIGNALING.,"CTF interacts with a G protein-coupled receptor which activates activates both Gαi and Gβγ. In turn, a series of intracellular molecules are involved which lead to activation of A Disintegrin And Metalloproteinase Domains (ADAM) proteases (ADAM-10 and ADAM-12). Activation of ADAM-associated MMP activity leads to release of the tethered ligand, HB-EGF, which in turn activates the EGFR. Activation of EGFR is necessary for CTF-mediated proliferation.",/pmc/articles/PMC4252843/figure/F5/,PMC4252843,nihms611316f5.jpg
HB-EGF,EGFR,activate_relation,PMC4252843__nihms611316f5.jpg,Figure 5,"Enrico A. Duru, et al. J Surg Res. ;192(2):254-262.",,,PROTEASE MEDIATED HUMAN SMOOTH MUSCLE CELL PROLIFERATION BY UROKINASE REQUIRES EPIDERMAL GROWTH FACTOR RECEPTOR TRANSACTIVATION BY TRIPLE MEMBRANE SIGNALING.,"CTF interacts with a G protein-coupled receptor which activates activates both Gαi and Gβγ. In turn, a series of intracellular molecules are involved which lead to activation of A Disintegrin And Metalloproteinase Domains (ADAM) proteases (ADAM-10 and ADAM-12). Activation of ADAM-associated MMP activity leads to release of the tethered ligand, HB-EGF, which in turn activates the EGFR. Activation of EGFR is necessary for CTF-mediated proliferation.",/pmc/articles/PMC4252843/figure/F5/,PMC4252843,nihms611316f5.jpg
ADAM-10/12,HB-EGF,activate_relation,PMC4252843__nihms611316f5.jpg,Figure 5,"Enrico A. Duru, et al. J Surg Res. ;192(2):254-262.",,,PROTEASE MEDIATED HUMAN SMOOTH MUSCLE CELL PROLIFERATION BY UROKINASE REQUIRES EPIDERMAL GROWTH FACTOR RECEPTOR TRANSACTIVATION BY TRIPLE MEMBRANE SIGNALING.,"CTF interacts with a G protein-coupled receptor which activates activates both Gαi and Gβγ. In turn, a series of intracellular molecules are involved which lead to activation of A Disintegrin And Metalloproteinase Domains (ADAM) proteases (ADAM-10 and ADAM-12). Activation of ADAM-associated MMP activity leads to release of the tethered ligand, HB-EGF, which in turn activates the EGFR. Activation of EGFR is necessary for CTF-mediated proliferation.",/pmc/articles/PMC4252843/figure/F5/,PMC4252843,nihms611316f5.jpg
GPCR,GAI/GBY,activate_relation,PMC4252843__nihms611316f5.jpg,Figure 5,"Enrico A. Duru, et al. J Surg Res. ;192(2):254-262.",,,PROTEASE MEDIATED HUMAN SMOOTH MUSCLE CELL PROLIFERATION BY UROKINASE REQUIRES EPIDERMAL GROWTH FACTOR RECEPTOR TRANSACTIVATION BY TRIPLE MEMBRANE SIGNALING.,"CTF interacts with a G protein-coupled receptor which activates activates both Gαi and Gβγ. In turn, a series of intracellular molecules are involved which lead to activation of A Disintegrin And Metalloproteinase Domains (ADAM) proteases (ADAM-10 and ADAM-12). Activation of ADAM-associated MMP activity leads to release of the tethered ligand, HB-EGF, which in turn activates the EGFR. Activation of EGFR is necessary for CTF-mediated proliferation.",/pmc/articles/PMC4252843/figure/F5/,PMC4252843,nihms611316f5.jpg
GAI/GBY,CA2+ PKC NAD(P)H OXIDASE,activate_relation,PMC4252843__nihms611316f5.jpg,Figure 5,"Enrico A. Duru, et al. J Surg Res. ;192(2):254-262.",,,PROTEASE MEDIATED HUMAN SMOOTH MUSCLE CELL PROLIFERATION BY UROKINASE REQUIRES EPIDERMAL GROWTH FACTOR RECEPTOR TRANSACTIVATION BY TRIPLE MEMBRANE SIGNALING.,"CTF interacts with a G protein-coupled receptor which activates activates both Gαi and Gβγ. In turn, a series of intracellular molecules are involved which lead to activation of A Disintegrin And Metalloproteinase Domains (ADAM) proteases (ADAM-10 and ADAM-12). Activation of ADAM-associated MMP activity leads to release of the tethered ligand, HB-EGF, which in turn activates the EGFR. Activation of EGFR is necessary for CTF-mediated proliferation.",/pmc/articles/PMC4252843/figure/F5/,PMC4252843,nihms611316f5.jpg
ADENOSINE,A2A,activate_relation,PMC4046493__fphar-05-00134-g003.jpg,FIGURE 3,"Carlos Escudero, et al. Front Pharmacol. 2014;5:134.",2014.0,Reduced A2AAR/NO signaling pathway may involve HIF nitration,Impaired adenosine-mediated angiogenesis in preeclampsia: potential implications for fetal programming.,"Reduced A2AAR/NO signaling pathway may involve HIF nitration. It has been hypothesized that nitration of hypoxia inducible factor (HIF) may control the expression of several genes, including vascular endothelial growth factor (VEGF). Since adenosine requires HIF for the induction of VEGF-promoter activity and because this receptor triggers an intracellular signaling involving protein nitration in normal and preeclamptic endothelial cells, it is unknown (?) whether HIF-nitration after A2AAR stimulation might control HIF-binding to a specific site (including –975 to –968; and –962 to –956) in the VEGF promoter.",/pmc/articles/PMC4046493/figure/F3/,PMC4046493,fphar-05-00134-g003.jpg
A2A,NO,activate_relation,PMC4046493__fphar-05-00134-g003.jpg,FIGURE 3,"Carlos Escudero, et al. Front Pharmacol. 2014;5:134.",2014.0,Reduced A2AAR/NO signaling pathway may involve HIF nitration,Impaired adenosine-mediated angiogenesis in preeclampsia: potential implications for fetal programming.,"Reduced A2AAR/NO signaling pathway may involve HIF nitration. It has been hypothesized that nitration of hypoxia inducible factor (HIF) may control the expression of several genes, including vascular endothelial growth factor (VEGF). Since adenosine requires HIF for the induction of VEGF-promoter activity and because this receptor triggers an intracellular signaling involving protein nitration in normal and preeclamptic endothelial cells, it is unknown (?) whether HIF-nitration after A2AAR stimulation might control HIF-binding to a specific site (including –975 to –968; and –962 to –956) in the VEGF promoter.",/pmc/articles/PMC4046493/figure/F3/,PMC4046493,fphar-05-00134-g003.jpg
NO,HIF-1A,activate_relation,PMC4046493__fphar-05-00134-g003.jpg,FIGURE 3,"Carlos Escudero, et al. Front Pharmacol. 2014;5:134.",2014.0,Reduced A2AAR/NO signaling pathway may involve HIF nitration,Impaired adenosine-mediated angiogenesis in preeclampsia: potential implications for fetal programming.,"Reduced A2AAR/NO signaling pathway may involve HIF nitration. It has been hypothesized that nitration of hypoxia inducible factor (HIF) may control the expression of several genes, including vascular endothelial growth factor (VEGF). Since adenosine requires HIF for the induction of VEGF-promoter activity and because this receptor triggers an intracellular signaling involving protein nitration in normal and preeclamptic endothelial cells, it is unknown (?) whether HIF-nitration after A2AAR stimulation might control HIF-binding to a specific site (including –975 to –968; and –962 to –956) in the VEGF promoter.",/pmc/articles/PMC4046493/figure/F3/,PMC4046493,fphar-05-00134-g003.jpg
HIF-1A,-975 TO -968,activate_relation,PMC4046493__fphar-05-00134-g003.jpg,FIGURE 3,"Carlos Escudero, et al. Front Pharmacol. 2014;5:134.",2014.0,Reduced A2AAR/NO signaling pathway may involve HIF nitration,Impaired adenosine-mediated angiogenesis in preeclampsia: potential implications for fetal programming.,"Reduced A2AAR/NO signaling pathway may involve HIF nitration. It has been hypothesized that nitration of hypoxia inducible factor (HIF) may control the expression of several genes, including vascular endothelial growth factor (VEGF). Since adenosine requires HIF for the induction of VEGF-promoter activity and because this receptor triggers an intracellular signaling involving protein nitration in normal and preeclamptic endothelial cells, it is unknown (?) whether HIF-nitration after A2AAR stimulation might control HIF-binding to a specific site (including –975 to –968; and –962 to –956) in the VEGF promoter.",/pmc/articles/PMC4046493/figure/F3/,PMC4046493,fphar-05-00134-g003.jpg
HIF-1A,-962 TO -956,activate_relation,PMC4046493__fphar-05-00134-g003.jpg,FIGURE 3,"Carlos Escudero, et al. Front Pharmacol. 2014;5:134.",2014.0,Reduced A2AAR/NO signaling pathway may involve HIF nitration,Impaired adenosine-mediated angiogenesis in preeclampsia: potential implications for fetal programming.,"Reduced A2AAR/NO signaling pathway may involve HIF nitration. It has been hypothesized that nitration of hypoxia inducible factor (HIF) may control the expression of several genes, including vascular endothelial growth factor (VEGF). Since adenosine requires HIF for the induction of VEGF-promoter activity and because this receptor triggers an intracellular signaling involving protein nitration in normal and preeclamptic endothelial cells, it is unknown (?) whether HIF-nitration after A2AAR stimulation might control HIF-binding to a specific site (including –975 to –968; and –962 to –956) in the VEGF promoter.",/pmc/articles/PMC4046493/figure/F3/,PMC4046493,fphar-05-00134-g003.jpg
PTCH,HH LIGANDS,activate_relation,PMC5949124__IBJ-22-217-g001.jpg,Fig. 1,"Fatemeh Molaei, et al. Iran Biomed J. 2018 Jul;22(4):217-230.",2018.0,Hh pathway in Hh signaling,Molecular Signaling in Tumorigenesis of Gastric Cancer.,"Hh pathway in Hh signaling. In the absence of ligands Ptch inhibits SMO and then inactivates the signaling pathway (a). (b) In the presence of ligands, ligands bind to the Ptch, and the activation of SMO and signaling pathway occurs (b).",/pmc/articles/PMC5949124/figure/F1/,PMC5949124,IBJ-22-217-g001.jpg
PTCH,SMO,activate_relation,PMC5949124__IBJ-22-217-g001.jpg,Fig. 1,"Fatemeh Molaei, et al. Iran Biomed J. 2018 Jul;22(4):217-230.",2018.0,Hh pathway in Hh signaling,Molecular Signaling in Tumorigenesis of Gastric Cancer.,"Hh pathway in Hh signaling. In the absence of ligands Ptch inhibits SMO and then inactivates the signaling pathway (a). (b) In the presence of ligands, ligands bind to the Ptch, and the activation of SMO and signaling pathway occurs (b).",/pmc/articles/PMC5949124/figure/F1/,PMC5949124,IBJ-22-217-g001.jpg
SMO,GLI,activate_relation,PMC5949124__IBJ-22-217-g001.jpg,Fig. 1,"Fatemeh Molaei, et al. Iran Biomed J. 2018 Jul;22(4):217-230.",2018.0,Hh pathway in Hh signaling,Molecular Signaling in Tumorigenesis of Gastric Cancer.,"Hh pathway in Hh signaling. In the absence of ligands Ptch inhibits SMO and then inactivates the signaling pathway (a). (b) In the presence of ligands, ligands bind to the Ptch, and the activation of SMO and signaling pathway occurs (b).",/pmc/articles/PMC5949124/figure/F1/,PMC5949124,IBJ-22-217-g001.jpg
GLI,TARGET,activate_relation,PMC5949124__IBJ-22-217-g001.jpg,Fig. 1,"Fatemeh Molaei, et al. Iran Biomed J. 2018 Jul;22(4):217-230.",2018.0,Hh pathway in Hh signaling,Molecular Signaling in Tumorigenesis of Gastric Cancer.,"Hh pathway in Hh signaling. In the absence of ligands Ptch inhibits SMO and then inactivates the signaling pathway (a). (b) In the presence of ligands, ligands bind to the Ptch, and the activation of SMO and signaling pathway occurs (b).",/pmc/articles/PMC5949124/figure/F1/,PMC5949124,IBJ-22-217-g001.jpg
NFkB,MMP-9,activate_relation,PMC3920964__cddis2013410f5.jpg,Figure 5,"P Nigro, et al. Cell Death Dis. 2013 Oct;4(10):e888.",2013.0,CyPA promotes neurodegeneration,Cyclophilin A: a key player for human disease.,"CyPA promotes neurodegeneration. ApoE2 and ApoE3 secreted by astrocytes, but not ApoE4, stimulates the low-density lipoprotein receptor-related protein 1 (LRP1) on pericytes. This event suppresses the pro-inflammatory pathway orchestrated by CyPA that leads to NF-kB and MMP-9 activation. As a consequence, the MMP-9-mediated degradation of tight junction and basement membrane proteins that causes BBB breakdown and neuronal dysfunction is inhibited",/pmc/articles/PMC3920964/figure/fig5/,PMC3920964,cddis2013410f5.jpg
CYPA,NFkB,activate_relation,PMC3920964__cddis2013410f5.jpg,Figure 5,"P Nigro, et al. Cell Death Dis. 2013 Oct;4(10):e888.",2013.0,CyPA promotes neurodegeneration,Cyclophilin A: a key player for human disease.,"CyPA promotes neurodegeneration. ApoE2 and ApoE3 secreted by astrocytes, but not ApoE4, stimulates the low-density lipoprotein receptor-related protein 1 (LRP1) on pericytes. This event suppresses the pro-inflammatory pathway orchestrated by CyPA that leads to NF-kB and MMP-9 activation. As a consequence, the MMP-9-mediated degradation of tight junction and basement membrane proteins that causes BBB breakdown and neuronal dysfunction is inhibited",/pmc/articles/PMC3920964/figure/fig5/,PMC3920964,cddis2013410f5.jpg
APOE4,LRP1,inhibit_relation,PMC3920964__cddis2013410f5.jpg,Figure 5,"P Nigro, et al. Cell Death Dis. 2013 Oct;4(10):e888.",2013.0,CyPA promotes neurodegeneration,Cyclophilin A: a key player for human disease.,"CyPA promotes neurodegeneration. ApoE2 and ApoE3 secreted by astrocytes, but not ApoE4, stimulates the low-density lipoprotein receptor-related protein 1 (LRP1) on pericytes. This event suppresses the pro-inflammatory pathway orchestrated by CyPA that leads to NF-kB and MMP-9 activation. As a consequence, the MMP-9-mediated degradation of tight junction and basement membrane proteins that causes BBB breakdown and neuronal dysfunction is inhibited",/pmc/articles/PMC3920964/figure/fig5/,PMC3920964,cddis2013410f5.jpg
APOE2,LRP1,activate_relation,PMC3920964__cddis2013410f5.jpg,Figure 5,"P Nigro, et al. Cell Death Dis. 2013 Oct;4(10):e888.",2013.0,CyPA promotes neurodegeneration,Cyclophilin A: a key player for human disease.,"CyPA promotes neurodegeneration. ApoE2 and ApoE3 secreted by astrocytes, but not ApoE4, stimulates the low-density lipoprotein receptor-related protein 1 (LRP1) on pericytes. This event suppresses the pro-inflammatory pathway orchestrated by CyPA that leads to NF-kB and MMP-9 activation. As a consequence, the MMP-9-mediated degradation of tight junction and basement membrane proteins that causes BBB breakdown and neuronal dysfunction is inhibited",/pmc/articles/PMC3920964/figure/fig5/,PMC3920964,cddis2013410f5.jpg
APOE3,LRP1,activate_relation,PMC3920964__cddis2013410f5.jpg,Figure 5,"P Nigro, et al. Cell Death Dis. 2013 Oct;4(10):e888.",2013.0,CyPA promotes neurodegeneration,Cyclophilin A: a key player for human disease.,"CyPA promotes neurodegeneration. ApoE2 and ApoE3 secreted by astrocytes, but not ApoE4, stimulates the low-density lipoprotein receptor-related protein 1 (LRP1) on pericytes. This event suppresses the pro-inflammatory pathway orchestrated by CyPA that leads to NF-kB and MMP-9 activation. As a consequence, the MMP-9-mediated degradation of tight junction and basement membrane proteins that causes BBB breakdown and neuronal dysfunction is inhibited",/pmc/articles/PMC3920964/figure/fig5/,PMC3920964,cddis2013410f5.jpg
LRP1,CYPA,inhibit_relation,PMC3920964__cddis2013410f5.jpg,Figure 5,"P Nigro, et al. Cell Death Dis. 2013 Oct;4(10):e888.",2013.0,CyPA promotes neurodegeneration,Cyclophilin A: a key player for human disease.,"CyPA promotes neurodegeneration. ApoE2 and ApoE3 secreted by astrocytes, but not ApoE4, stimulates the low-density lipoprotein receptor-related protein 1 (LRP1) on pericytes. This event suppresses the pro-inflammatory pathway orchestrated by CyPA that leads to NF-kB and MMP-9 activation. As a consequence, the MMP-9-mediated degradation of tight junction and basement membrane proteins that causes BBB breakdown and neuronal dysfunction is inhibited",/pmc/articles/PMC3920964/figure/fig5/,PMC3920964,cddis2013410f5.jpg
MMP-9,basement membrane degradation,activate_relation,PMC3920964__cddis2013410f5.jpg,Figure 5,"P Nigro, et al. Cell Death Dis. 2013 Oct;4(10):e888.",2013.0,CyPA promotes neurodegeneration,Cyclophilin A: a key player for human disease.,"CyPA promotes neurodegeneration. ApoE2 and ApoE3 secreted by astrocytes, but not ApoE4, stimulates the low-density lipoprotein receptor-related protein 1 (LRP1) on pericytes. This event suppresses the pro-inflammatory pathway orchestrated by CyPA that leads to NF-kB and MMP-9 activation. As a consequence, the MMP-9-mediated degradation of tight junction and basement membrane proteins that causes BBB breakdown and neuronal dysfunction is inhibited",/pmc/articles/PMC3920964/figure/fig5/,PMC3920964,cddis2013410f5.jpg
MMP-9,tight juction degradation,activate_relation,PMC3920964__cddis2013410f5.jpg,Figure 5,"P Nigro, et al. Cell Death Dis. 2013 Oct;4(10):e888.",2013.0,CyPA promotes neurodegeneration,Cyclophilin A: a key player for human disease.,"CyPA promotes neurodegeneration. ApoE2 and ApoE3 secreted by astrocytes, but not ApoE4, stimulates the low-density lipoprotein receptor-related protein 1 (LRP1) on pericytes. This event suppresses the pro-inflammatory pathway orchestrated by CyPA that leads to NF-kB and MMP-9 activation. As a consequence, the MMP-9-mediated degradation of tight junction and basement membrane proteins that causes BBB breakdown and neuronal dysfunction is inhibited",/pmc/articles/PMC3920964/figure/fig5/,PMC3920964,cddis2013410f5.jpg
basement membrane degradation,BBB breakdown,activate_relation,PMC3920964__cddis2013410f5.jpg,Figure 5,"P Nigro, et al. Cell Death Dis. 2013 Oct;4(10):e888.",2013.0,CyPA promotes neurodegeneration,Cyclophilin A: a key player for human disease.,"CyPA promotes neurodegeneration. ApoE2 and ApoE3 secreted by astrocytes, but not ApoE4, stimulates the low-density lipoprotein receptor-related protein 1 (LRP1) on pericytes. This event suppresses the pro-inflammatory pathway orchestrated by CyPA that leads to NF-kB and MMP-9 activation. As a consequence, the MMP-9-mediated degradation of tight junction and basement membrane proteins that causes BBB breakdown and neuronal dysfunction is inhibited",/pmc/articles/PMC3920964/figure/fig5/,PMC3920964,cddis2013410f5.jpg
tight juction degradation,BBB breakdown,activate_relation,PMC3920964__cddis2013410f5.jpg,Figure 5,"P Nigro, et al. Cell Death Dis. 2013 Oct;4(10):e888.",2013.0,CyPA promotes neurodegeneration,Cyclophilin A: a key player for human disease.,"CyPA promotes neurodegeneration. ApoE2 and ApoE3 secreted by astrocytes, but not ApoE4, stimulates the low-density lipoprotein receptor-related protein 1 (LRP1) on pericytes. This event suppresses the pro-inflammatory pathway orchestrated by CyPA that leads to NF-kB and MMP-9 activation. As a consequence, the MMP-9-mediated degradation of tight junction and basement membrane proteins that causes BBB breakdown and neuronal dysfunction is inhibited",/pmc/articles/PMC3920964/figure/fig5/,PMC3920964,cddis2013410f5.jpg
